temperature,time,synthesis_method,result,metal_ionenergy,metal_affinity,metal_radii,metal_electronegativity,metal_valence,n_carboxylate,n_N_donnor,n_phosphate,n_chelating,linker_MW,solvent_MW,modulator_MW,linker_metal_ratio,solvent_metal_ratio,modulator_metal_ratio,linker_MQNs1,linker_MQNs2,linker_MQNs3,linker_MQNs4,linker_MQNs5,linker_MQNs6,linker_MQNs7,linker_MQNs8,linker_MQNs9,linker_MQNs10,linker_MQNs11,linker_MQNs12,linker_MQNs13,linker_MQNs14,linker_MQNs15,linker_MQNs16,linker_MQNs17,linker_MQNs18,linker_MQNs19,linker_MQNs20,linker_MQNs21,linker_MQNs22,linker_MQNs23,linker_MQNs24,linker_MQNs25,linker_MQNs26,linker_MQNs27,linker_MQNs28,linker_MQNs29,linker_MQNs30,linker_MQNs31,linker_MQNs32,linker_MQNs33,linker_MQNs34,linker_MQNs35,linker_MQNs36,linker_MQNs37,linker_MQNs38,linker_MQNs39,linker_MQNs40,linker_MQNs41,linker_MQNs42,solvent_type1,solvent_type2,solvent_type3,solvent_type4,solvent_type5,solvent_type6,solvent_type7,solvent_type8,modulator_type1,modulator_type2,modulator_type3,modulator_type4,modulator_type5,modulator_type6,modulator_type7,modulator_type8
85.0,72.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,122.03940051345454,73.09,,3.666666666666667,430.7474803333333,0.0,4.636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.7272727272727273,2.0,1.4545454545454546,0.0,8.818181818181817,2.0,0.7272727272727273,0.0,3.5454545454545454,2.818181818181818,0.0,0.7272727272727273,6.363636363636363,4.181818181818181,1.0,1.0,0.7272727272727273,0.7272727272727273,2.0,0.0,0.7272727272727273,0.0,4.272727272727273,1.818181818181818,0.0,0.0,0.0,1.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.5454545454545454,0.2727272727272727,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,120.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,121.287994332,73.09,,5.333333333333334,430.7474803333333,0.0,4.499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.7499999999999999,2.0,1.4999999999999998,0.0,8.75,2.0,0.7499999999999999,0.0,3.4999999999999996,2.75,0.0,0.7499999999999999,6.5,4.25,1.0,1.0,0.7499999999999999,0.7499999999999999,2.0,0.0,0.7499999999999999,0.0,4.25,1.7499999999999998,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,120.0,1,1,7.88101,0.66225646,135.0,1.88,1.0,0.0,2.0,0.0,0.0,94.053098192,73.09,,3.0,430.7474803333333,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.000000000000001,0.6666666666666667,0.0,0.0,3.666666666666667,3.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.6666666666666667,0.0,0.0,0.0,5.000000000000001,1.3333333333333337,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666667,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,120.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,96.11249126840237,73.09,,3.017857142857143,346.136368125,0.0,4.337278106508877,0.0,0.3343195266272189,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.671597633136095,0.3343195266272189,0.0,0.0,3.6686390532544384,3.002958579881657,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.3343195266272189,0.0,0.0,0.0,5.334319526627219,1.002958579881657,0.0,0.0,0.0,1.0,0.3343195266272189,0.0,0.0,0.0,0.0,0.6686390532544378,0.3343195266272189,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,72.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,113.022526336,73.09,,4.333333333333333,344.59798426666663,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,8.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,8.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125.0,12.0,1,0,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,96.068748256,73.09,,2.9999999999999996,258.4484882,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.000000000000001,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,12.0,1,0,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,135.959503424,73.09,,2.9999999999999996,258.4484882,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.000000000000001,2.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,12.0,1,0,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,110.048012812,73.09,,2.9999999999999996,258.4484882,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,2.0,1.0,0.0,3.0,2.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,12.0,1,0,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,108.043596128,73.09,,2.9999999999999996,258.4484882,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,8.0,2.0,0.0,1.0,3.0,2.0,0.0,0.0,4.0,4.0,3.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,12.0,1,0,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,112.06366287599998,73.09,,2.9999999999999996,290.754549225,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,8.0,3.0,0.0,0.0,3.0,2.0,0.0,1.0,4.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,96.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,138.030351368,73.09,,2.5,226.142427175,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,10.0,2.0,1.0,0.0,4.0,3.5,0.0,1.0,8.0,5.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,96.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,122.545637296,73.09,,2.5,226.142427175,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.0,9.0,1.5,0.5,0.0,4.0,3.5,0.0,0.5,5.0,3.5,1.0,1.0,0.5,0.5,1.5,0.0,0.5,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,96.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,154.493068298,73.09,,2.5,226.142427175,0.0,5.0,0.0,0.0,0.5,0.0,0.0,0.0,0.5,2.0,1.0,0.0,9.0,1.5,0.5,0.0,4.0,3.5,0.0,0.5,5.0,3.5,1.0,1.0,0.5,0.5,1.5,0.0,0.5,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,96.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,103.027611716,73.09,,2.5,226.142427175,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,7.5,1.5,0.5,0.5,3.0,2.0,0.0,0.5,5.5,4.0,1.0,1.0,0.5,0.5,1.5,0.5,0.5,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,96.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,115.537812264,73.09,,2.0,193.83636615,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.0,8.5,1.0,0.5,0.0,4.0,3.5,0.0,0.5,5.0,3.5,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,5.5,1.5,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,96.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,132.51832608799998,73.09,,2.0,193.83636615,0.0,5.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.0,9.0,1.5,0.5,0.0,4.0,3.5,0.0,0.5,5.0,3.5,1.0,1.0,0.5,0.5,1.5,0.0,0.5,0.0,5.0,2.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110.0,96.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,90.529987232,73.09,,2.0,193.83636615,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,2.0,1.0,0.0,6.5,1.0,0.5,0.0,3.0,2.0,0.0,0.5,5.0,3.5,1.0,1.0,0.5,0.5,1.0,0.0,0.5,0.0,4.5,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,18.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,96.032362748,73.09,,1.4285714285714286,184.606063,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.000000000000001,1.0,1.0,0.0,3.0,2.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,24.0,0,0,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,96.032362748,73.09,101.19,1.5,258.4484882,71.69680798,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,7.0,1.0,1.0,0.0,3.0,2.0,0.0,1.0,4.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
85.0,96.0,1,1,8.636099454545455,0.2340909090909091,135.0,1.7636363636363637,2.0,0.0,2.0,0.0,0.0,68.037448128,34.66803078355974,60.05,1.8181818181818183,485.37382040909085,0.3953523579545454,3.0000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0000000000000004,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24203321,0.52121488,0.23675191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.0,144.0,1,1,8.467632888888888,0.4194444444444444,135.0,1.7888888888888888,2.0,0.0,2.0,0.0,0.0,68.037448128,41.05,259.47,2.222222222222222,142.09410385185183,0.0713705573703703,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
25.0,336.0,1,1,8.454155563636363,0.4342727272727273,135.0,1.7909090909090906,2.0,0.0,2.0,0.0,0.0,68.037448128,43.61924560133061,259.47,2.2545454545454544,264.93017903636365,0.0700729108727272,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.35473976,0.38196337,0.0,0.26329687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
120.0,72.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,139.008354226,73.09,18.02,2.508771929824561,538.4343504166667,122.05371225877192,5.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,3.5,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.999999999999999,2.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,72.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,117.033612016,73.09,18.02,2.508771929824561,538.4343504166667,122.05371225877192,5.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,4.0,3.5,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.999999999999999,2.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,72.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,108.98460207261536,73.09,18.02,1.857142857142857,323.06061024999997,198.77318853571427,6.153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.153846153846153,1.0,0.0,0.0,4.076923076923077,3.6153846153846154,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.076923076923077,2.076923076923077,0.0,0.0,0.0,1.0,0.5384615384615385,0.0,0.0,0.0,0.0,1.076923076923077,0.5384615384615385,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,72.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,100.277887108,73.09,,4.0,323.06061024999997,0.0,4.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,2.0,0.5,0.0,6.999999999999999,0.7500000000000001,0.25,0.0,3.5,2.75,0.0,0.25,3.5,2.75,1.0,1.0,0.25,0.25,0.7500000000000001,0.0,0.25,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,0.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,72.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,107.20187058666664,101.15,,6.000000000000001,313.39100344999997,0.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,2.0,0.9999999999999998,0.0,7.833333333333332,0.9999999999999998,0.4999999999999999,0.0,3.6666666666666665,2.9999999999999996,0.0,0.4999999999999999,4.999999999999999,3.4999999999999996,1.0,1.0,0.4999999999999999,0.4999999999999999,0.9999999999999998,0.0,0.4999999999999999,0.0,5.166666666666666,1.1666666666666663,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,72.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,119.36831879753846,101.15000000000002,,5.2,277.57488877,0.0,4.538461538461539,0.0,0.3846153846153846,0.0,0.0,0.0,0.0,0.4230769230769231,2.0,0.8461538461538461,0.0,8.192307692307692,1.2307692307692308,0.4230769230769231,0.0,3.769230769230769,3.153846153846154,0.0,0.4230769230769231,4.538461538461538,3.2692307692307696,1.0,1.0,0.4230769230769231,0.4230769230769231,1.2307692307692308,0.0,0.4230769230769231,0.0,4.961538461538462,1.576923076923077,0.0,0.0,0.0,1.0,0.3846153846153846,0.0,0.0,0.0,0.0,0.7692307692307693,0.3846153846153846,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,72.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,106.71218258399998,73.09,,4.285714285714286,341.52121654999996,0.0,4.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,2.0,0.6666666666666666,0.0,7.833333333333332,1.1666666666666663,0.3333333333333333,0.0,3.6666666666666665,2.9999999999999996,0.0,0.3333333333333333,4.0,2.9999999999999996,1.0,1.0,0.3333333333333333,0.3333333333333333,1.1666666666666663,0.0,0.3333333333333333,0.0,4.833333333333333,1.5,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,72.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,122.196896656,73.09,,6.000000000000001,452.28485435,0.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333333,2.0,1.6666666666666663,0.0,8.833333333333334,1.6666666666666663,0.8333333333333333,0.0,3.6666666666666665,2.9999999999999996,0.0,0.8333333333333333,6.999999999999999,4.5,1.0,1.0,0.8333333333333333,0.8333333333333333,1.6666666666666663,0.0,0.8333333333333333,0.0,4.833333333333333,1.5,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65.0,672.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,145.65403241745454,73.09,,5.5,613.8151594749999,0.0,6.727272727272728,0.0,0.9090909090909092,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.636363636363637,1.0,0.0,0.0,4.818181818181818,4.7272727272727275,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5.818181818181819,2.818181818181819,0.0,0.0,0.0,1.0,0.9090909090909092,0.0,0.0,0.0,0.0,1.8181818181818183,0.9090909090909092,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,96.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,129.6214206032,73.09,,2.5,226.142427175,0.0,5.800000000000001,0.0,0.6,0.0,0.0,0.0,0.0,0.0,2.0,0.4,0.0,8.8,1.0,0.4,0.0,4.2,3.8,0.0,0.4,2.8,2.4000000000000004,1.0,1.0,0.0,0.0,1.0,0.4,0.0,0.0,5.199999999999999,2.1999999999999997,0.0,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.0,1.2,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,48.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,84.54534598719998,73.09,,5.000000000000001,387.6727323,0.0,3.899999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0999999999999999,2.0,0.1999999999999999,0.0,6.199999999999998,0.6999999999999998,0.0999999999999999,0.0,3.1999999999999993,2.3,0.0,0.0999999999999999,2.5999999999999996,2.3,1.0,1.0,0.0999999999999999,0.0999999999999999,0.6999999999999998,0.0,0.0999999999999999,0.0,4.599999999999999,0.7999999999999998,0.0,0.0,0.0,1.0,0.0999999999999999,0.0,0.0,0.0,0.0,0.1999999999999999,0.0999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,96.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,107.20187058666664,73.09,,6.000000000000001,516.8969764,0.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,2.0,0.9999999999999998,0.0,7.833333333333332,0.9999999999999998,0.4999999999999999,0.0,3.6666666666666665,2.9999999999999996,0.0,0.4999999999999999,4.999999999999999,3.4999999999999996,1.0,1.0,0.4999999999999999,0.4999999999999999,0.9999999999999998,0.0,0.4999999999999999,0.0,5.166666666666666,1.1666666666666663,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120.0,96.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,111.87375394133328,73.09,,6.000000000000001,452.28485435,0.0,4.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.4999999999999999,2.0,0.9999999999999998,0.0,8.166666666666666,1.3333333333333333,0.4999999999999999,0.0,3.6666666666666665,2.9999999999999996,0.0,0.4999999999999999,4.999999999999999,3.4999999999999996,1.0,1.0,0.4999999999999999,0.4999999999999999,1.3333333333333333,0.0,0.4999999999999999,0.0,4.833333333333333,1.5,0.0,0.0,0.0,1.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,48.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,110.670546262,73.09,,5.999999999999999,516.8969764,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.375,2.0,0.75,0.0,8.125,1.25,0.375,0.0,3.75,3.125,0.0,0.375,4.25,3.125,1.0,1.0,0.375,0.375,1.25,0.0,0.375,0.0,4.875,1.6250000000000002,0.0,0.0,0.0,1.0,0.375,0.0,0.0,0.0,0.0,0.75,0.375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,96.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,164.016179258,73.08999999999999,18.02,10.0,710.73334255,97.3988623825,7.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.000000000000001,3.0000000000000004,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,72.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,132.068748256,73.09,,6.25,468.4378848624999,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,5.0,5.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130.0,96.0,1,1,9.394199,-0.6,135.0,1.65,2.0,0.0,2.0,0.0,0.0,128.6191661376,73.09,,2.5,226.142427175,0.0,4.6,0.0,0.3999999999999999,0.0,0.0,0.0,0.0,0.6,2.0,1.2,0.0,8.799999999999999,1.6,0.6,0.0,3.8,3.1999999999999997,0.0,0.6,5.599999999999999,3.8,1.0,1.0,0.6,0.6,1.6,0.0,0.6,0.0,4.8,1.7999999999999998,0.0,0.0,0.0,1.0,0.3999999999999999,0.0,0.0,0.0,0.0,0.7999999999999999,0.3999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
