file ID,file name short,doi,content
115,115ZrBTBP,10.1039/c4cc01253d,"Synthesis of Zr3(H3btbp)4∙15H2O (Zrbtbp).
233 mg of ZrCl4 (0.2 mmol) were dissolved in 2.1 mL of HF 2.9 M (6 mmol) in a plastic bottle; 6
mL of water and 2 mL of methanol were added to this solution. 110 mg of H6BTBP (0.2 mmol)
were finally added, the bottle was closed and put in a oven at 80 °C for 3 days. The white solid
formed was filtered under vacuum, washed repeatedly with water and methanol and dried at 80 °C.
72 mg of product were recovered. (Yield: 53%, based on H6BTBP)"
116,116UPG1,10.1039/c4cc06223j,"Synthesis of Zr(H4ttbmp)210H2O (UPG-1).
124 mg of ZrOCl28H2O (0.4 mmol) were dissolved in 7.0 mL of HF 2.9 M (20 mmol) in a plastic
bottle. The mixture was diluted with 5 mL of methanol and 10 mL of water, then 236 mg of
H6ttbmp (0.4 mmol) were added. The bottle was closed and put in an oven at 80 °C for two days.
The white solid was then filtered under vacuum, washed with water, a 3:1 water/methanol mixture,
and methanol, and dried at room temperature. 250 mg of product were recovered (Yield: 86%,
based on H6ttbmp)"
117,117ZrADC,10.1021/ja500671h,"2. Synthesis of Hf-MOF and Zr-MOF. 
2.1. Synthesis of Hf-MOF. 9,10-bis(p-benzoic acid)anthracene (H2L) was prepared following a literature 
procedure.1
 The purity of the synthesized ligand was confirmed by 1H NMR spectroscopy. HfCl4 (16 mg, 
0.05 mmol), H2L(21 mg, 0.05 mmol), and trifluoroacetic acid (50 µL, 0.8 mmol) were dispersed in DMF 
(10 mL), sealed in a vial, and placed in an oven. The temperature was kept at 100 °C for 48 hours. After 
cooling to room temperature, the resulting solid was isolated by centrifugation, and washed with DMF 
and methanol repeatedly before being dried under vacuum. Yield: 15 mg (45%). 
2.2. Synthesis of Zr-MOF. ZrCl4 (11.5 mg, 0.05 mmol), H2L (21 mg, 0.05 mmol), and trifluoroacetic 
acid (50 µL, 0.8 mmol) were dispersed in DMF (10 mL), sealed in a vial, and placed in an oven. The 
temperature was kept at 100 °C for 48 hours. After cooling to room temperature, the resulting solid was 
isolated by centrifugation, and washed with DMF and methanol repeatedly before being dried under 
vacuum. Yield: 15 mg (40%)."
118,118ZrDTDC,10.1039/c5ce00269a,"Section 2 Experimental procedures and calculation method
Preparation and activation of MOFs
The synthesis of Zr-DTDC was performed by adding ZrCl4 (0.466 g), H2DTDC (1.025 g), and
hydrochloric acid (0.33 ml) into DMF (12 ml) at room temperature. The slurry was transferred to 20
ml Teflon-lined steel autoclave. The autoclave was placed in an oven with 2 °C/min hearting up to
220 ºC, then held at 220 ºC for16 h. Then, the solution was cooled to room temperature at the speed
of 2 ºC/min. The resulting white product was filtered off, washed with DMF to remove the excess
of unreacted H2DTDC, then washed again with methanol, and dried at 60 ºC to give as-synthesized
Zr-DTDC.
Filter paper containing as-synthesized Zr-DTDC powder sample was loaded into the chamber of
a Soxhlet extractor. The Soxhlet extractor was connected onto a round bottom flask containing
methanol, and then equipped with a condenser. The solvent was heated at 90 ºC, and held for 1 day.
Then the Filter paper was taken out and dried under vacuum at 150 ºC for 12 h to give the activated
Zr-DTDC (0.58g, 78% yield based on ZrCl4).
UiO-66(Zr) was synthesized and activated analogously by placing H2DTDC with equivalent
molar amounts of H2BDC."
119,119ZrTCPS,10.1039/c5dt00421g,"Synthesis of Zr6O4(OH)4(TCPS)2(OH)4(H2O)4
TCPS (6.40 mg, 0.0125 mmol), and ZrOCl2·8H2O (16.10 mg,
0.0500 mmol) were ultrasonically dissolved in a solvent
mixture of DMF (2 mL) and formic (1.2 mL) acid. The mixture
was then heated at 130 °C for 2 days. After cooling to room
temperature, colorless distorted-octahedron-shaped crystals
were collected by filtration, and washed with DMF and dried
in a 40 °C oven for 10 h (yield: 11 mg, 58% based on H4TCPS).
The products are denoted as “as-synthesized”. Its purity was
checked by PXRD. FTIR (KBr, ν/cm−−1
): 3410 (m), 1668 (s),
1603 (m), 1534 (m), 1414 (m), 1104 (w), 775 (m), 726 (m), 653
(m), 472 (m). The sample was activated at 200 °C for 12 h
before elemental analysis. Elemental analysis of Zr6O4OH4-
(COO)8(OH)4(H2O)4, calcd (%): C 35.21, H 2.51; Found (%):
C 35.24, H 2.66.
As-synthesized 1 was put in 10 mL of anhydrous DMF with
a few drops of 2 M HCl for 12 h, and then immersed in 10 mL
of anhydrous acetone for 3 × 12 h, during which the acetone
was decanted and replaced with fresh acetone every 12 h. After
the removal of acetone by decanting, the sample was dried in a
40 °C oven for 10 h, which was denoted as the “solvent
exchanged” sample"
120,120ZrBTDC,10.1016/j.micromeso.2015.05.030,"Synthesis of Zr-btdc: The yellow octahedron shaped crystals of
Zr-btdc, suitable for X-ray crystallography, were obtained by the
solvothermal reaction. A mixture of ZrCl4 (0.23 g, 1.0 mmol) and
benzoic acid (8.0 g, 66 mmol) was dissolved in N,N’-dimethylfor-
amide (DMF) (50 mL) and sonicated for 30 min at 50 C. H2btdc
(0.15 g, 0.6 mmol) was added to the reaction mixture and was
further sonicated for 30 min at room temperature. The solution was
transferred to Pyrex tubes in 1 mL portions and heated at 120 C for
5 days, resulting in octahedron-shaped pale yellow crystals. The
resulting crystals were collected by filtration and washed with DMF
and methylene chloride (MC). The crystals were dried under dy-
namic vacuum at room temperature for 24 h (yield: 40%). Elemental
analysis data for Zr-btdc [Zr6C60H28O32S12$4.6H2O$2.4(C6H6CO2H)]:
Calcd (%) for Zr6C60H28O32S12$4.6H2O$2.4(C6H6CO2H): C 35.90, H
2.03, S 14.94; found: C 36.18, H 2.33, S 14.93.
Synthesis of UiO-67: UiO-67 was prepared following the reported
synthetic procedure with minor modifications [42]. The white
powder crystals of UiO-67 were obtained by the solvothermal re-
action. A mixture of ZrCl4 (67 mg, 0.27 mmol), and 4,40-biphe-
nyldicarboxylic acid (H2bpdc) (90 mg, 0.38 mmol) was dissolved in
N,N0-dimethylforamide (DMF) (15 mL) and sonicated for 30 min in a
20 mL scintillation vial. HCl (0.50 mL) was added to the reaction
mixture followed by further sonication for 30 min. The solution was
heated at 120 C for 24 h, resulting in white powderic crystals.
"
121,121MMPF6,10.1021/ic301923x,"Synthesis of MMPF-6. 
A mixture of zirconyl chloride octahydrate (20.0 mg), Fe(III) meso-tetra(4-
carboxyphenyl)porphyrin chloride (4.0 mg), dimethylforamide (DMF) (5.0 mL) and 
formic acid (3.0 mL) was capped in a 20 mL scintillation vials and heated at 135 °C for 
80 hours. The dark red crystals of MMPF-6 were collected by filtration and washed with 
DMF. The sample can be amplified to hundreds of milligrams using multiple vials. 
Synthesis of MMPF-6 (Fr). 
tetrakis(4-carboxyphenyl)porphyrin instead of Fe(III) meso-tetra(4-
carboxyphenyl)porphyrin chloride was used via the above procedure for the synthesis of 
free-base MMPF-6, MMPF-6(Fr)."
122,122ZrAP1,10.1039/c4ce01457j,"Synthesis
For the synthesis of ĳZr6(OH)16ĲO2C–C4H7CH3–CO2)4]·nH2O
Ĳ1), a mixture of 480 mg (3 mmol) of 3-methyladipic acid
(racemic mixture), 966 mg (3 mmol) of ZrOCl2·8H2O, 5 mL of
water and 800 μL of concentrated aqueous HCl was heated to
90 °C under stirring for 20 h. The white solid was filtered,
washed with water and acetone and dried on the filter.
To synthesise ĳZr6(OH)12ĲSO4)4ĲO2C–C4H8–CO2)2ĲH2O)4]·nH2O
Ĳ2), a mixture of 292 mg (2 mmol) of adipic acid, 710 mg
(2 mmol) of ZrĲSO4)2·4H2O and 5 mL of water was heated to
90 °C under stirring for 20 h. The white product was filtered,
washed with water and acetone and dried on the filter.
For the synthesis of ĳZr6(OH)10ĲCr2O7)3ĲO2C–C4H8–CO2)4]·nH2O
Ĳ3), a mixture of 292 mg (2 mmol) of adipic acid, 500 mg
(2 mmol) of ZrOĲNO3)2·xH2O, 1550 mg (8 mmol) of K2CrO4,
4 mL of water and 1 mL of concentrated nitric acid was
heated to 90 °C under stirring for 20 h. The brownish red
solid was filtered, washed with water and acetone and dried
on the filter."
123,123PeroxideCarrier,10.1021/acs.chemmater.2c03288,"DUT-67 powder synthesis
ZrCl4 (3.20 g, 10 mmol) and 2,5-thiophenedicarboxylic acid (H2TDC) (1.10 g, 6.7 mmol) 
were dissolved in a mixture of DMF (125 mL) and NMP (125 mL) by sonication for 10 
min. The formic acid (70 mL) modulator was added to the mixture and sonicated for 10 
min. The resulting mixture was distributed evenly across 10 8-dram Pyrex tubes, which 
were subsequently heated at 120 °C for 48 h. The DUT-67 powders were collected by 
centrifugation, washed with DMF three times and then acetone three times, and dried in 
air.1
MOF-808 powder synthesis
ZrOCl2·8H2O (966 mg, 3.0 mmol), trimesic acid (210 mg, 1.0 mmol), formic acid as the 
modulator (40 mL), H2O (40 mL), and concentrated HCl (0.1mL) were added in a 250 mL 
Pyrex Schott bottle and sealed. The precursor mixture was heated in an oil bath with stirring 
(200 rpm) at 100 °C for 24 h. The MOF-808 powders were collected by centrifugation, 
washed with acetone three times, and dried in air.2
DUT-67-PSO single crystal synthesis
3
ZrCl4 (320 mg, 1 mmol) and 2,5-thiophenedicarboxylic acid (H2TDC) (110 mg, 0.67 mmol) 
were dissolved in a mixture of DMF (12.5 mL) and NMP (12.5 mL) by sonication for 10 
min. The modulator acetic acid (10 mL) was added to the solution and sonicated for 10 
min. The resulting mixture was heated at 120 °C for 48 h to get DUT-67 single crystals.1 
After washing with water three times, the single crystals were treated with 5% sodium 
persulfate water solution for 24 h and then used for single-crystal X-ray diffraction studies.1
MOF-808(Hf)-PSO single crystal synthesis
HfOCl2·8H2O (6.3 mg, 0.015 mmol), H3BTC (3.1 mg, 0.015 mmol), DMF (1 mL), and the 
modulator formic acid (1.25 mL) were added to a 20-mL scintillation vial. The mixture 
was then heated at 120 °C for three days to yield single crystals.3 After washing with water 
three times, the single crystals were treated in 5% sodium persulfate water solution for 24 
h and then used for single-crystal X-ray diffraction studies"
124,124NU600,10.1021/jacs.2c11830,"MOF Synthesis.
NU-600 Crystals. Zirconium chloride (0.04 mmol, 9.32 mg), H4TCPB-Br2 (0.01 mmol,
7.42 mg), N,N-diethylformamide (DEF, 2 mL), and acetic acid (0.7 mL) were added to 
a 1.5-dram vial and ultrasonically dissolved. The clear mixture was sealed and heated 
at 120 °C for 1 day. After cooling down to room temperature, cubic crystals were 
formed. The generated crystals were collected by centrifugation and washed with N,Ndimethylformamide (DMF, 5 mL ×3) and acetone (5 mL ×3). These crystals were then
soaked in acetone overnight and washed with acetone another three times. These
crystals were isolated and thermally activated at 120 °C overnight under dynamic 
vacuum on a Micromeritics Smart VacPrep instrument. The yield was around 60% 
based on the H4TCPB-Br2 linker.
NU-603 Crystals. Zirconium chloride (0.04 mmol, 9.32 mg), H4TCPB-Br2 (0.01 mmol,
7.42 mg), 1,4-dicarboxybenzene (H2BDC, 0.01 mmol, 1.67 mg), DEF (2 mL), and 
acetic acid (0.7 mL) were added to a 1.5-dram vial and ultrasonically dissolved. The 
clear mixture was sealed and heated at 120 °C for 3 days. After cooling down to room 
temperature, cubic crystals were formed. The generated crystals were collected by 
centrifugation and washed with DMF (5 mL ×3) and acetone (5 mL ×3). Then these 
crystals were soaked in acetone overnight and washed with acetone another three times. 
These crystals were subsequently isolated and thermally activated at 120 °C overnight 
S3
under dynamic vacuum on a Micromeritics Smart VacPrep instrument. The yield was 
around 55% based on the H4TCPB-Br2 linker.
NU-604 Crystals. Zirconium chloride (0.04 mmol, 9.32 mg), H4TCPB-Br2 (0.01 mmol,
7.42 mg), biphenyl-4,4’-dicarboxylic acid (H2BPDC, 0.01 mmol, 2.16 mg), DEF (2 
mL), and acetic acid (0.7 mL) were added to a 1.5-dram vial and ultrasonically 
dissolved. The clear mixture was sealed and heated at 120 °C for 3 days. After cooling 
down to room temperature, cubic crystals were formed. The generated crystals were
collected by centrifugation and washed with DMF (5 mL × 3) and acetone (5 mL × 3). 
Then these crystals were soaked in acetone overnight and washed with acetone another 
three times. These crystals were subsequently isolated and thermally activated at 120 °C 
overnight under dynamic vacuum on a Micromeritics Smart VacPrep instrument. The 
yield was around 52% based on the H4TCPB-Br2 linker.
NU-605 Crystals. Zirconium chloride (0.04 mmol, 9.32 mg), H4TCPB-Br2 (0.01 mmol,
7.42 mg), H2BDC (0.01 mmol, 1.67 mg), H2BPDC (0.01 mmol, 2.16 mg), DEF (2 mL), 
and acetic acid (0.7 mL) were added to a 1.5-dram vial and ultrasonically dissolved. 
The clear mixture was sealed and heated at 120 °C for 5 days. After cooling down to 
room temperature, cubic crystals were formed. The generated crystals were collected 
by centrifugation and washed with DMF (5 mL × 3) and acetone (5 mL × 3). Then these 
crystals were soaked in acetone overnight and washed with acetone another three times. 
These crystals were subsequently isolated and thermally activated at 120 °C overnight 
under dynamic vacuum on a Micromeritics Smart VacPrep instrument. The yield was 
around 50% based on the H4TCPB-Br2 linker.
S4
NU-604-(OH)2 Crystals. Zirconium chloride (0.04 mmol, 9.32 mg), H4TCPB-Br2
(0.01 mmol, 7.42 mg), 3,3'-dihydroxy-biphenyl-4,4'-dicarboxylic acid [H2BPDC-
(OH)2, 0.01 mmol, 2.74 mg], DEF (2 mL), and acetic acid (0.7 mL) were added to a 
1.5-dram vial and ultrasonically dissolved. The clear mixture was sealed and heated at 
120 °C for 3 days. After cooling down to room temperature, cubic crystals were formed. 
The generated crystals were collected by centrifugation and washed with DMF (5 mL 
× 3) and acetone (5 mL × 3). Then these crystals were soaked in acetone overnight and 
washed with acetone another three times. These crystals were subsequently isolated and 
thermally activated at 120 °C overnight under dynamic vacuum on a Micromeritics 
Smart VacPrep instrument.
NU-605-(OH)4 Crystals. Zirconium chloride (0.04 mmol, 9.32 mg), H4TCPB-Br2
(0.01 mmol, 7.42 mg), 2,5-dihydroxy-1,4-dicarboxybenzene [H2BDC-(OH)2, 0.01 
mmol, 1.98 mg], H2BPDC-(OH)2 (0.01 mmol, 2.74 mg), DEF (2 mL), and acetic acid 
(0.7 mL) were added to a 1.5-dram vial and ultrasonically dissolved. The clear mixture 
was sealed and heated at 120 °C for 5 days. After cooling down to room temperature, 
cubic crystals were formed. The generated crystals were collected by centrifugation and 
washed with DMF (5 mL × 3) and acetone (5 mL × 3). Then these crystals were soaked 
in acetone overnight and washed with acetone another three times. These crystals were 
subsequently isolated and thermally activated at 120 °C overnight under dynamic 
vacuum on a Micromeritics Smart VacPrep instrument."
125,125NU1900,10.1021/jacs.2c08623,"Syntheses of Zr-MOFs
NU-1900: 20 mg (0.086 mmol) of ZrCl4 and 10 mg H2L (0.032 mmol) were added into 
0.5 mL N,N-dimethylformamide (DMF) in a 2-dram vial. The solution was sonicated 
for about 1 minute until the solution became homogeneous. Then, 0.15 mL formic acid
S7
was added to the solution. The vial was placed into a 120 ℃ oven for 1 day. Colorless 
block crystals suitable for single-crystal X-ray diffraction were collected and washed 
with DMF several times. Yield: 85% based on H2L.
Nanosized NU-1900: 100 mg (0.43 mmol) of ZrCl4 and 20 mg (0.064 mmol) H2L were 
added into 4 mL N,N-dimethylformamide (DMF) in a 4-dram vial. The solution was 
sonicated for about 1 minute until the solution became homogeneous. Then, 0.5 mL 
formic acid was added to the solution. The vial was placed into a 120 ℃ oven for 1 day. 
The white powder with size of ~ 500 nm was collected and washed with DMF several 
times. Yield: 60% based on H2L.
NU-1900-CHO: Fresh prepared crystals of NU-1900 was washed thoroughly with 
DMF and acetone, followed by water. The crystals socked in water were kept for at 
least 2 days to give the targeted formyl-functionalized product. 
NU-407: 20 mg (0.086 mmol) of ZrCl4 and 10 mg H2L (0.032 mmol) were added into 
0.5 mL N,N-diethylformamide (DEF) in a 2-dram vial. The solution was sonicated for 
about 1 minute until the solution became homogeneous. Then, 0.15 mL formic acid was 
added to the solution. The vial was placed into a 120 ℃ oven for 1 day. Colorless block
crystals suitable for single-crystal X-ray diffraction were collected and washed with 
DMF several times. Yield: 82% based on H2L"
126,126NU1800,10.1021/jacs.1c11836,"2.3 Synthesis of Zr-MOFs
NU-700: 10 mg ZrCl4 and 10 mg L1 were added into 1 mL N,N-dimethylformamide (DMF) in a 
1.5-dram vial. The solution was sonicated for 5 minutes. Then, 400 μL of formic acid (HCOOH) 
was added to the solution and shaken for a few seconds. The vial was placed into a 120 ℃ oven for 
2 days. Colorless hexagonal thin crystals were collected with 65% yield based on L1. 
NU-405: 10 mg ZrCl4 and 10 mg L1 were added into 1 mL DMF in a 1.5-dram vial. The solution 
was sonicated for 5 minutes. Then, 500 μL of acetic acid (HAc) was added to the solution and 
shaken for a few seconds. The vial was placed into a 120 ℃ oven for 1 day. Colorless octahedral 
crystals were collected with 77% yield based on L1.
NU-1800: 5 mg ZrCl4 and 5 mg L2 were added into 1 mL DMF in a 1.5-dram vial. The solution 
was sonicated for 5 minutes. Then, 0.12 mL of HAc was added to the solution and shaken for a few 
seconds. The vial was placed into a 120 ℃ oven for 3 days. Colorless octahedral crystals were 
collected with 84% yield based on L2.
NU-913-HAc: 60 mg ZrCl4 and 30 mg L3 were added into 4 mL DMF in a 6-dram vial. The 
solution was sonicated for 5 minutes. Then, 2 mL of HAc was added to the solution and shaken for 
a few seconds. The vial was placed into a 120 ℃ oven for 2 days. White powders and small amounts 
of rod-shaped crystals were collected with 60% yield based on L3.
NU-913-TFA: 60 mg ZrCl4 and 30 mg L3 were added into 10 mL DMF in a 6-dram vial. The 
solution was sonicated for 5 minutes. Then, 1 mL of trifluoroacetic acid (TFA) was added to the 
solution and shaken for a few seconds. The vial was placed into a 120 ℃ oven for 2 days. White 
powders were collected with 75% yield based on L3.
NU-602: 10 mg ZrCl4 and 10 mg L3 were added into 1 mL N,N-diethylformamide (DEF) in a 
1.5-dram vial. The solution was sonicated for 5 minutes. Then, 500 μL of HAc was added to the 
solution and shaken for a few seconds. The vial was placed into a 120 ℃ oven for 2 days. Colorless 
cubic crystals were collected with 89% yield based on L3"
127,127MFU4,10.1021/jacs.1c03901,"Preparation of MFU-4l: MFU-4l was prepared according to previous procedure.S3, S4
In a 100-dram scintillation vial H2BTDD (100 mg, 0.36 mmol), ZnCl2 (1.0 g, 7.3 mmol) and 
DMF (60 mL) were heated for 18 h at 140 °C and cooled down to room temperature. The 
precipitate was collected by centrifuged and washed with DMF (3  20 mL), MeOH (3  20 mL), 
and CH2Cl2 (3  20 mL). Then the solid was dried for 24 h at 180 °C under vacuum. Yield 130 
mg (95% based on ligand) of brown microcrystalline powder.
S6
Preparation of Cu(II)-MFU-4l: copper(II) chloride (2.18g, 16.3mmol) was dissolved in N,Ndimethylacetamide (70 mL) and MFU-4l (0.4 g, 0.317 mmol) was added to the solution. 
The reaction mixture was heated for 20 h at 60 °C in a 100-dram scintillation vial. N,Ndimethylacetamide was exchanged with fresh N,N-dimethylacetamide and then added copper(II) 
chloride (1.5 g) and heated for 20 h at 60 °C. The green precipitate was centrifuged, washed with 
N,N-dimethylacetamide, methanol and dichloromethane and dried at 180 °C under vacuum, 
giving a red-brown powder. Yield 0.360 g (0.302 mmol, 95%). The number of Cu2+ ions in the 
formula unit, calculated from the Cu/Zn ratio determined by ICP-OES analyses, is 2.9. 
Preparation of Ni-MFU-4l: Nickel(II) chloride (0.6 g, 2.6 mmol) was dissolved in N,Ndimethylacetamide (16 mL) and MFU-4l (100 mg, 0.08 mmol) was added to the solution. 
The reaction mixture was heated for 20 h at 60 °C in a 100-dram scintillation vial. N,Ndimethylacetamide was exchanged with fresh N,N-dimethylacetamide and then added Nickel(II) 
chloride (0.4 g) and heated for 20 h at 60 °C. The green precipitate was centrifuged, washed with 
N,N-dimethylacetamide, methanol and dichloromethane and dried at 180 °C under vacuum, 
giving a red-brown powder. Yield 90 mg (95%). The number of Ni2+ ions in the formula unit, 
calculated from the Cu/Zn ratio determined by ICP-OES analyses, is 4.0. 
Preparation of Co-MFU-4l: Anhydrous cobalt (II) chloride (0.5 g, 2.1 mmol) was dissolved in 
DMF (16 mL) and MFU-4l (100 mg, 0.08 mmol) was added to the solution. The reaction 
mixture was stirred for 20 h at 140 °C in a 20-dram vail. The dark-green or dark-blue precipitate 
was centrifuged, washed with DMF, methanol and dichloromethane and dried at 180 °C under 
vacuum. Yield 80 mg (80 %). The number of Co2+ ions in the formula unit, calculated from 
the Co/Zn ratio determined by ICP-OES analyses, is 4.0."
128,128NU500,10.1021/jacs.0c10400,"Synthesis and Activation of MOFs.
NU-500 Single Crystal. Zirconium chloride (0.04 mmol, 9.32 mg), H4TCPB-Br2 (0.01 
mmol, 7.42 mg), N,N-diethylformamide (2 mL) and formic acid (0.9 mL) were added 
to a 1.5-dram vial and ultrasonically dissolved. The clear mixture was sealed and heated 
at 120 °C for 48 h. After cooling down to room temperature, block crystals were formed. 
Particularly, NU-500 crystals were only formed under stringent reaction conditions. 
Although smaller NU-500 crystals formed when heated at 120 °C for 24 h, increasing 
the time to 48 h resulted in crystals that were more suitable for single crystal X-ray 
diffraction analysis. However, longer heating times and varying the amount of formic 
acid both led to the crystallization of NU-1008 or mixed NU-600 and NU-1008 phases. 
Thus, no NU-500 powder could be formed, despite our efforts.
After cooling down to room temperature, the generated crystals were collected by 
centrifugation and washed with N,N-dimethylformamide (5 mL ×3) and acetone (5 mL
S4
×3). The crystals were then soaked in acetone overnight and washed with acetone for 
another three times. The crystals were isolated and thermally activated at 100 °C 
overnight under dynamic vacuum on a Micromeritics Smart VacPrep instrument.
NU-600 Single Crystal. Zirconium chloride (0.04 mmol, 9.32 mg), H4TCPB-Br2 (0.01 
mmol, 7.42 mg), N,N-diethylformamide (2 mL) and acetic acid (0.75 mL) were added 
to a 1.5-dram vial and ultrasonically dissolved. The clear mixture was sealed and heated 
at 120 °C for 24 h. After cooling down to room temperature, cubic crystals were formed.
NU-600 Powder. Zirconium chloride (0.04 mmol, 9.32 mg), H4TCPB-Br2 (0.01 mmol,
7.42 mg), N,N-diethylformamide (2 mL) and acetic acid (0.25 mL) were added to a 1.5-
dram vial and ultrasonically dissolved. The clear mixture was sealed and heated at 
120 °C for 24 h. After cooling down to room temperature, the generated powder was
collected by centrifugation and washed with N,N-dimethylformamide (5 mL ×3) and
acetone (5 mL ×3). The powder was then soaked in acetone overnight and washed with
acetone another three times. The powder was isolated and thermally activated at 100 °C 
overnight under dynamic vacuum on a Micromeritics Smart VacPrep instrument.
NU-906 Single Crystal. Zirconium chloride (0.04 mmol, 9.32 mg), H4TCPB-Br2 (0.01 
mmol, 7.42 mg), N,N-dimethylformamide (2 mL) and acetic acid (0.75 mL) were added 
to a 1.5-dram vial and ultrasonically dissolved. The clear mixture was sealed and heated 
at 120 °C for 24 h. After cooling down to room temperature, oval crystals were formed.
NU-906 Powder. Zirconium chloride (0.04 mmol, 9.32 mg), H4TCPB-Br2 (0.01 mmol,
7.42 mg), N,N-dimethylformamide (2 mL) and acetic acid (0.25 mL) were added to a 
1.5-dram vial and ultrasonically dissolved. The clear mixture was sealed and heated at 
S5
120 °C for 24 h. After cooling down to room temperature, the generated powder was
collected by centrifugation and washed with N,N-dimethylformamide (5 mL ×3) and
acetone (5 mL ×3). Then the powder was soaked in acetone overnight and washed with
acetone another three times. The powder was subsequently isolated and thermally 
activated at 100 °C overnight under dynamic vacuum on a Micromeritics Smart 
VacPrep instrument.
NU-1008 Single Crystal. Zirconium chloride (0.04 mmol, 9.32 mg), H4TCPB-Br2
(0.01 mmol, 7.42 mg), N,N-diethylformamide (2 mL) and formic acid (1 mL) were 
added to a 1.5-dram vial and ultrasonically dissolved. The clear mixture was sealed and 
heated at 120 °C for 24 h. After cooling down to room temperature, hexagonal rodshaped crystals were formed.
NU-1008 Powder. NU-1008 powder was synthesized according to reported procedure.2
Zirconium oxynitrate hydrate (0.267 mmol, 66.4 mg), N,N-dimethylformamide (1.5 mL) 
and formic acid (1 mL) were added to a 2-dram vial. The mixture was ultrasonically 
dissolved and heated at 80 °C for 1 h to obtain the Zr6 node solution. Meanwhile, 
H4TCPB-Br2 (0.0533 mmol, 38.2 mg) and N,N-dimethylformamide (1.5 mL) were 
added to a 1.5-dram vial and heated at 80 °C for 1 h to dissolve the linker. After cooling 
down to room temperature, the clear mixture containing the H4TCPB-Br2 linker was
added into the prepared Zr6 cluster solution. The mixture was sealed and heated at 
100 °C overnight (15-16 h). After cooling down to room temperature, the generated 
powder was collected by centrifugation and washed with N,N-dimethylformamide (5 
mL ×3) and acetone (5 mL ×3). The powder was soaked in acetone overnight and 
S6
washed with acetone another three times. The powder was then isolated and thermally 
activated at 100 °C overnight under dynamic vacuum on a Micromeritics Smart 
VacPrep instrument"
129,129UHM,10.1021/acs.chemmater.5b03723,"4 Synthesis of the MOFs
4.1 UHM-25-Ala-Boc (11)
For the synthesis of bulk material, tetracarboxylic acid 5a (377 mg, 0.58 mmol, 1 eq.) was dissolved in
DMF (24 mL). To this solution nitric acid (20 %, 1.9 mL), and then an aqueous solution of copper nitrate
trihydrate (c = 100 g/L, 8.8 mL, 88 mg Cu(NO3
)
2
· 3 H2O, 0.4 mmol, 0.6 eq.) was added. The reaction
mixture was placed in an oven at 50 ◦C for three days. The mother liquor was decanted and the crystals
suspended in fresh DMF. This procedure was repeated twice after 24 hours each. DMF was then replaced
with THF in the same manner. The solvent-exchanged MOF was kept under THF and stored in a closed
container."
130,130ZnLi,10.1021/acs.inorgchem.6b02407,"(Me2NH2)[ZnLi(PTCA)(H2O)](DMF)3(Dioxane)(H2O)4 (1) A mixture of 0.10 mmol 
(30 mg) Zn(NO3)2·6H2O, 1 mmol (42 mg) LiCl, 0.03 mmol (12 mg) H4PTCA, 0.2 mL 
1.2 M HCl, and 8 mL DMF/dioxane/H2O (2:1:1) was stirred for thirty minutes, and then 
transferred to Teflon-lined autoclave and heated at 110 ºC for 48 h. After the autoclave 
cooled over a period of 16 h at a rate of 5 ºC·h-1, yellow block-shaped crystals of 1 were 
collected with a yield of 38% (based on Zn). Elemental analysis: calcd. for 
C35H53LiN4O18Zn (1): C, 43.34; H, 4.41; N, 4.42. Found: C, 43.17; H, 4.60; N, 4.73. IR 
spectra (KBr, cm-1): ν = 3403 (m), 3066 (m), 2960 (m), 2519 (w), 1662 (vs), 1590 (vs), 
1542 (m), 1392 (vs), 1304 (m), 1253 (m), 1101 (m), 1007 (w), 981 (w), 871 (m), 788 (m), 
719 (m), 664 (w), 646 (m). 
(Me2NH2)[ZnLi(PTCA)](DMF)3(H2O)5 (2) 2 was synthesized by a similar procedure to 
that for 1, except increase of the reaction temperature from 110 to 140 °C. Light yellow 
block-shaped crystals of 2 were collected with a yield of 24% (based on Zn). Elemental 
analysis: calcd. for C31H45LiN4O16Zn (2): C, 45.32; H, 3.80; N, 3.11. Found: C, 45.45; H, 
3.88; N, 3.45. IR spectra (KBr, cm-1): ν = 3385 (m), 3051 (m), 2806 (m), 2491 (w), 1651 
(vs), 1507 (m), 1398 (vs), 1361 (vs), 1255 (m), 1235 (m), 1118 (m), 1018 (w), 930 (w), 
870 (m), 805 (m), 727 (m), 679 (s), 608 (m). "
131,131JUC118,10.1021/cg401887b,"Synthesis of JUC-118. H8TIAPy (5 mg, 0.0058 mmol),
Zn(NO3)2 (10 mg, 0.0529 mmol), DMF (5 mL), DMSO (1 mL),
and 2 M HNO3 (0.8 mL) were combined in a 20 mL glass vial, sealed
and heated to 85 °C for 24 h, and then cooled to room temperature.
Yellow block crystals were collected and air-dried (yield: 80% based on
H8TIAPy). Elemental analysis for Zn4(TIAPy)(DMSO)2(H2O)4 =
C52H38O22Zn4, calculated (%): C, 48.98; H, 2.98; O, 27.63; Zn, 20.41.
Found (%): C, 48.75; H, 3.04; O, 27.91; Zn, 20.31."
